date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season
23/Dec/2017,15:00,Harlequins,10,1,Newcastle,11,0,Kingston Park,Luke Pearce,21,H,N,15,Sat,Dec,2017,2017-18
23/Dec/2017,15:00,Northampton,14,0,Exeter,35,1,Franklin's Gardens,Thomas Foley,49,A,N,15,Sat,Dec,2017,2017-18
23/Dec/2017,15:00,Exeter,35,1,Northampton,14,0,Franklin's Gardens,Thomas Foley,49,A,N,15,Sat,Dec,2017,2017-18
23/Dec/2017,15:00,Sale,32,1,Bath,9,0,AJ Bell Stadium,Ian Tempest,41,H,N,15,Sat,Dec,2017,2017-18
23/Dec/2017,15:00,Bath,9,0,Sale,32,1,AJ Bell Stadium,Ian Tempest,41,H,N,15,Sat,Dec,2017,2017-18
23/Dec/2017,15:00,Wasps,49,1,Gloucester,24,1,Ricoh Arena,Craig Maxwell-Keys,73,H,N,15,Sat,Dec,2017,2017-18
23/Dec/2017,15:00,Gloucester,24,1,Wasps,49,1,Ricoh Arena,Craig Maxwell-Keys,73,H,N,15,Sat,Dec,2017,2017-18
24/Dec/2017,15:00,Leicester,17,0,Saracens,29,0,Welford Road,Matthew Carley,46,A,N,15,Sun,Dec,2017,2017-18
24/Dec/2017,15:00,Saracens,29,0,Leicester,17,0,Welford Road,Matthew Carley,46,A,N,15,Sun,Dec,2017,2017-18
29/Dec/2017,19:45,Bath,26,2,Wasps,31,1,Recreation Ground,Luke Pearce,57,A,N,19,Fri,Dec,2017,2017-18
29/Dec/2017,19:45,Wasps,31,1,Bath,26,2,Recreation Ground,Luke Pearce,57,A,N,19,Fri,Dec,2017,2017-18
30/Dec/2017,15:00,Gloucester,20,0,Sale,16,1,Kingsholm,Andrew Jackson,36,H,N,15,Sat,Dec,2017,2017-18
30/Dec/2017,15:00,Sale,16,1,Gloucester,20,0,Kingsholm,Andrew Jackson,36,H,N,15,Sat,Dec,2017,2017-18
30/Dec/2017,15:00,London Irish,15,1,Newcastle,20,0,Madejski Stadium,Tom Foley,35,A,N,15,Sat,Dec,2017,2017-18
30/Dec/2017,15:00,Newcastle,20,0,London Irish,15,1,Madejski Stadium,Tom Foley,35,A,N,15,Sat,Dec,2017,2017-18
30/Dec/2017,15:00,Saracens,46,1,Worcester,31,1,Allianz Park,Christophe Ridley,77,H,N,15,Sat,Dec,2017,2017-18
30/Dec/2017,15:00,Worcester,31,1,Saracens,46,1,Allianz Park,Christophe Ridley,77,H,N,15,Sat,Dec,2017,2017-18
30/Dec/2017,16:00,Harlequins,50,1,Northampton,21,0,Twickenham Stadium,JP Doyle,71,H,N,16,Sat,Dec,2017,2017-18
30/Dec/2017,16:00,Northampton,21,0,Harlequins,50,1,Twickenham Stadium,JP Doyle,71,H,N,16,Sat,Dec,2017,2017-18
31/Dec/2017,15:00,Exeter,30,1,Leicester,6,0,Sandy Park,Craig Maxwell-Keys,36,H,N,15,Sun,Dec,2017,2017-18
31/Dec/2017,15:00,Leicester,6,0,Exeter,30,1,Sandy Park,Craig Maxwell-Keys,36,H,N,15,Sun,Dec,2017,2017-18
05/Jan/2018,19:45,Worcester,25,0,Bath,46,1,Sixways,JP Doyle,71,A,N,19,Fri,Jan,2018,2017-18
05/Jan/2018,19:45,Bath,46,1,Worcester,25,0,Sixways,JP Doyle,71,A,N,19,Fri,Jan,2018,2017-18
06/Jan/2018,15:00,Leicester,19,0,London Irish,15,1,Welford Road,Karl Dickson,34,H,N,15,Sat,Jan,2018,2017-18
06/Jan/2018,15:00,London Irish,15,1,Leicester,19,0,Welford Road,Karl Dickson,34,H,N,15,Sat,Jan,2018,2017-18
06/Jan/2018,15:00,Northampton,22,0,Gloucester,19,1,Franklin's Gardens,Ian Tempest,41,H,N,15,Sat,Jan,2018,2017-18
06/Jan/2018,15:00,Gloucester,19,1,Northampton,22,0,Franklin's Gardens,Ian Tempest,41,H,N,15,Sat,Jan,2018,2017-18
06/Jan/2018,15:00,Sale,30,0,Harlequins,29,2,AJ Bell Stadium,Matthew Carley,59,H,N,15,Sat,Jan,2018,2017-18
06/Jan/2018,15:00,Harlequins,29,2,Sale,30,0,AJ Bell Stadium,Matthew Carley,59,H,N,15,Sat,Jan,2018,2017-18
07/Jan/2018,15:00,Newcastle,28,0,Exeter,20,0,Kingston Park,Andrew Jackson,48,H,N,15,Sun,Jan,2018,2017-18
07/Jan/2018,15:00,Exeter,20,0,Newcastle,28,0,Kingston Park,Andrew Jackson,48,H,N,15,Sun,Jan,2018,2017-18
07/Jan/2018,15:00,Wasps,15,0,Saracens,38,1,Ricoh Arena,Wayne Barnes,53,A,N,15,Sun,Jan,2018,2017-18
07/Jan/2018,15:00,Saracens,38,1,Wasps,15,0,Ricoh Arena,Wayne Barnes,53,A,N,15,Sun,Jan,2018,2017-18
09/Feb/2018,19:45,Bath,32,0,Northampton,19,0,Recreation Ground,Tom Foley,51,H,N,19,Fri,Feb,2018,2017-18
09/Feb/2018,19:45,Northampton,19,0,Bath,32,0,Recreation Ground,Tom Foley,51,H,N,19,Fri,Feb,2018,2017-18
10/Feb/2018,14:00,Exeter,5,1,Worcester,6,0,Sandy Park,Andrew Jackson,11,A,N,14,Sat,Feb,2018,2017-18
10/Feb/2018,14:00,Worcester,6,0,Exeter,5,1,Sandy Park,Andrew Jackson,11,A,N,14,Sat,Feb,2018,2017-18
10/Feb/2018,14:30,Gloucester,24,0,Leicester,17,1,Kingsholm,JP Doyle,41,H,N,14,Sat,Feb,2018,2017-18
10/Feb/2018,14:30,Leicester,17,1,Gloucester,24,0,Kingsholm,JP Doyle,41,H,N,14,Sat,Feb,2018,2017-18
10/Feb/2018,14:30,Saracens,25,0,Newcastle,3,0,Allianz Park,Christophe Ridley,28,H,N,14,Sat,Feb,2018,2017-18
10/Feb/2018,14:30,Newcastle,3,0,Saracens,25,0,Allianz Park,Christophe Ridley,28,H,N,14,Sat,Feb,2018,2017-18
10/Feb/2018,15:00,London Irish,9,1,Sale,13,0,Madejski Stadium,Craig Maxwell-Keys,22,A,N,15,Sat,Feb,2018,2017-18
10/Feb/2018,15:00,Sale,13,0,London Irish,9,1,Madejski Stadium,Craig Maxwell-Keys,22,A,N,15,Sat,Feb,2018,2017-18
11/Feb/2018,13:00,Harlequins,22,0,Wasps,44,1,Twickenham Stoop,Wayne Barnes,66,A,N,13,Sun,Feb,2018,2017-18
11/Feb/2018,13:00,Wasps,44,1,Harlequins,22,0,Twickenham Stoop,Wayne Barnes,66,A,N,13,Sun,Feb,2018,2017-18
16/Feb/2018,19:45,Newcastle,29,1,Bath,12,0,Kingston Park,Matthew Carley,41,H,N,19,Fri,Feb,2018,2017-18
16/Feb/2018,19:45,Bath,12,0,Newcastle,29,1,Kingston Park,Matthew Carley,41,H,N,19,Fri,Feb,2018,2017-18
16/Feb/2018,19:45,Sale,3,0,Saracens,13,0,AJ Bell Stadium,Luke Pearce,16,A,N,19,Fri,Feb,2018,2017-18
16/Feb/2018,19:45,Saracens,13,0,Sale,3,0,AJ Bell Stadium,Luke Pearce,16,A,N,19,Fri,Feb,2018,2017-18
17/Feb/2018,15:00,Leicester,33,0,Harlequins,18,0,Welford Road,Wayne Barnes,51,H,N,15,Sat,Feb,2018,2017-18
17/Feb/2018,15:00,Harlequins,18,0,Leicester,33,0,Welford Road,Wayne Barnes,51,H,N,15,Sat,Feb,2018,2017-18
17/Feb/2018,15:00,Northampton,25,0,London Irish,17,0,Franklin's Gardens,Ian Tempest,42,H,N,15,Sat,Feb,2018,2017-18
17/Feb/2018,15:00,London Irish,17,0,Northampton,25,0,Franklin's Gardens,Ian Tempest,42,H,N,15,Sat,Feb,2018,2017-18
17/Feb/2018,15:00,Worcester,25,0,Gloucester,15,0,Sixways,Thomas Foley,40,H,N,15,Sat,Feb,2018,2017-18
17/Feb/2018,15:00,Gloucester,15,0,Worcester,25,0,Sixways,Thomas Foley,40,H,N,15,Sat,Feb,2018,2017-18
18/Feb/2018,15:00,Wasps,13,0,Exeter,7,1,Ricoh Arena,JP Doyle,20,H,N,15,Sun,Feb,2018,2017-18
18/Feb/2018,15:00,Exeter,7,1,Wasps,13,0,Ricoh Arena,JP Doyle,20,H,N,15,Sun,Feb,2018,2017-18
24/Feb/2018,14:00,Exeter,31,1,Northampton,30,1,Sandy Park,Christophe Ridley,61,H,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:00,Northampton,30,1,Exeter,31,1,Sandy Park,Christophe Ridley,61,H,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:30,Bath,33,0,Sale,32,1,Recreation Ground,Ian Tempest,65,H,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:30,Sale,32,1,Bath,33,0,Recreation Ground,Ian Tempest,65,H,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:30,Gloucester,25,0,Wasps,25,0,Kingsholm,Karl Dickson,50,D,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:30,Wasps,25,0,Gloucester,25,0,Kingsholm,Karl Dickson,50,D,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:30,Harlequins,10,0,Newcastle,28,1,Twickenham Stoop,Thomas Foley,38,A,N,14,Sat,Feb,2018,2017-18
24/Feb/2018,14:30,Newcastle,28,1,Harlequins,10,0,Twickenham Stoop,Thomas Foley,38,A,N,14,Sat,Feb,2018,2017-18
25/Feb/2018,13:00,London Irish,22,0,Worcester,9,0,Madejski Stadium,JP Doyle,31,H,N,13,Sun,Feb,2018,2017-18
25/Feb/2018,13:00,Worcester,9,0,London Irish,22,0,Madejski Stadium,JP Doyle,31,H,N,13,Sun,Feb,2018,2017-18
25/Feb/2018,15:30,Saracens,20,0,Leicester,28,1,Allianz Park,Craig Maxwell-Keys,48,A,N,15,Sun,Feb,2018,2017-18
25/Feb/2018,15:30,Leicester,28,1,Saracens,20,0,Allianz Park,Craig Maxwell-Keys,48,A,N,15,Sun,Feb,2018,2017-18
03/Mar/2018,15:00,Gloucester,20,2,Newcastle,21,0,Kingsholm,Craig Maxwell-Keys,41,A,N,15,Sat,Mar,2018,2017-18
03/Mar/2018,15:00,Newcastle,21,0,Gloucester,20,2,Kingsholm,Craig Maxwell-Keys,41,A,N,15,Sat,Mar,2018,2017-18
03/Mar/2018,15:00,Northampton,25,0,Sale,34,1,Franklin's Gardens,Wayne Barnes,59,A,N,15,Sat,Mar,2018,2017-18
03/Mar/2018,15:00,Sale,34,1,Northampton,25,0,Franklin's Gardens,Wayne Barnes,59,A,N,15,Sat,Mar,2018,2017-18
04/Mar/2018,15:00,Exeter,24,0,Saracens,12,0,Sandy Park,Matthew Carley,36,H,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,Saracens,12,0,Exeter,24,0,Sandy Park,Matthew Carley,36,H,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,Harlequins,20,0,Bath,5,0,Twickenham Stoop,JP Doyle,25,H,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,Bath,5,0,Harlequins,20,0,Twickenham Stoop,JP Doyle,25,H,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,Wasps,24,0,London Irish,16,0,Ricoh Arena,Thomas Foley,40,H,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,London Irish,16,0,Wasps,24,0,Ricoh Arena,Thomas Foley,40,H,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,Worcester,5,0,Leicester,34,1,Sixways,Luke Pearce,39,A,N,15,Sun,Mar,2018,2017-18
04/Mar/2018,15:00,Leicester,34,1,Worcester,5,0,Sixways,Luke Pearce,39,A,N,15,Sun,Mar,2018,2017-18
23/Mar/2018,19:45,Bath,18,1,Exeter,20,0,Recreation Ground,Wayne Barnes,38,A,N,19,Fri,Mar,2018,2017-18
23/Mar/2018,19:45,Exeter,20,0,Bath,18,1,Recreation Ground,Wayne Barnes,38,A,N,19,Fri,Mar,2018,2017-18
24/Mar/2018,15:00,London Irish,29,2,Gloucester,33,1,Madejski Stadium,Matthew Carley,62,A,N,15,Sat,Mar,2018,2017-18
24/Mar/2018,15:00,Gloucester,33,1,London Irish,29,2,Madejski Stadium,Matthew Carley,62,A,N,15,Sat,Mar,2018,2017-18
24/Mar/2018,15:00,Sale,58,1,Worcester,25,0,AJ Bell Stadium,Andrew Jackson,83,H,N,15,Sat,Mar,2018,2017-18
24/Mar/2018,15:00,Worcester,25,0,Sale,58,1,AJ Bell Stadium,Andrew Jackson,83,H,N,15,Sat,Mar,2018,2017-18
24/Mar/2018,15:00,Saracens,24,0,Harlequins,11,0,London Stadium,Tom Foley,35,H,N,15,Sat,Mar,2018,2017-18
24/Mar/2018,15:00,Harlequins,11,0,Saracens,24,0,London Stadium,Tom Foley,35,H,N,15,Sat,Mar,2018,2017-18
24/Mar/2018,17:30,Newcastle,25,0,Northampton,22,1,St James' Park,JP Doyle,47,H,N,17,Sat,Mar,2018,2017-18
24/Mar/2018,17:30,Northampton,22,1,Newcastle,25,0,St James' Park,JP Doyle,47,H,N,17,Sat,Mar,2018,2017-18
25/Mar/2018,15:00,Leicester,16,0,Wasps,15,1,Welford Road,Luke Pearce,31,H,N,15,Sun,Mar,2018,2017-18
25/Mar/2018,15:00,Wasps,15,1,Leicester,16,0,Welford Road,Luke Pearce,31,H,N,15,Sun,Mar,2018,2017-18
06/Apr/2018,19:45,Sale,28,1,Wasps,27,1,AJ Bell Stadium,JP Doyle,55,H,N,19,Fri,Apr,2018,2017-18
06/Apr/2018,19:45,Wasps,27,1,Sale,28,1,AJ Bell Stadium,JP Doyle,55,H,N,19,Fri,Apr,2018,2017-18
07/Apr/2018,14:00,Bath,19,0,Leicester,34,1,Twickenham Stadium,Wayne Barnes,53,A,N,14,Sat,Apr,2018,2017-18
07/Apr/2018,14:00,Leicester,34,1,Bath,19,0,Twickenham Stadium,Wayne Barnes,53,A,N,14,Sat,Apr,2018,2017-18
07/Apr/2018,14:00,Northampton,13,0,Saracens,63,1,Franklin's Gardens,Craig Maxwell-Keys,76,A,N,14,Sat,Apr,2018,2017-18
07/Apr/2018,14:00,Saracens,63,1,Northampton,13,0,Franklin's Gardens,Craig Maxwell-Keys,76,A,N,14,Sat,Apr,2018,2017-18
07/Apr/2018,15:00,Harlequins,5,0,London Irish,35,1,Twickenham Stoop,Ian Tempest,40,A,N,15,Sat,Apr,2018,2017-18
07/Apr/2018,15:00,London Irish,35,1,Harlequins,5,0,Twickenham Stoop,Ian Tempest,40,A,N,15,Sat,Apr,2018,2017-18
07/Apr/2018,15:00,Worcester,27,0,Newcastle,13,0,Sixways,Christophe Ridley,40,H,N,15,Sat,Apr,2018,2017-18
07/Apr/2018,15:00,Newcastle,13,0,Worcester,27,0,Sixways,Christophe Ridley,40,H,N,15,Sat,Apr,2018,2017-18
08/Apr/2018,15:00,Exeter,46,1,Gloucester,10,0,Sandy Park,Thomas Foley,56,H,N,15,Sun,Apr,2018,2017-18
08/Apr/2018,15:00,Gloucester,10,0,Exeter,46,1,Sandy Park,Thomas Foley,56,H,N,15,Sun,Apr,2018,2017-18
13/Apr/2018,19:45,Newcastle,35,1,Sale,30,1,Kingston Park,Craig Maxwell-Keys,65,H,N,19,Fri,Apr,2018,2017-18
13/Apr/2018,19:45,Sale,30,1,Newcastle,35,1,Kingston Park,Craig Maxwell-Keys,65,H,N,19,Fri,Apr,2018,2017-18
14/Apr/2018,15:00,Gloucester,37,1,Harlequins,9,0,Kingsholm,Luke Pearce,46,H,N,15,Sat,Apr,2018,2017-18
14/Apr/2018,15:00,Harlequins,9,0,Gloucester,37,1,Kingsholm,Luke Pearce,46,H,N,15,Sat,Apr,2018,2017-18
14/Apr/2018,15:00,Leicester,21,1,Northampton,27,0,Welford Road,Matthew Carley,48,A,N,15,Sat,Apr,2018,2017-18
14/Apr/2018,15:00,Northampton,27,0,Leicester,21,1,Welford Road,Matthew Carley,48,A,N,15,Sat,Apr,2018,2017-18
14/Apr/2018,15:00,Wasps,30,1,Worcester,15,0,Ricoh Arena,Ian Tempest,45,H,N,15,Sat,Apr,2018,2017-18
14/Apr/2018,15:00,Worcester,15,0,Wasps,30,1,Ricoh Arena,Ian Tempest,45,H,N,15,Sat,Apr,2018,2017-18
15/Apr/2018,15:00,London Irish,5,0,Exeter,45,1,Madejski Stadium,JP Doyle,50,A,N,15,Sun,Apr,2018,2017-18
15/Apr/2018,15:00,Exeter,45,1,London Irish,5,0,Madejski Stadium,JP Doyle,50,A,N,15,Sun,Apr,2018,2017-18
15/Apr/2018,15:00,Saracens,41,1,Bath,6,0,Allianz Park,Karl Dickson,47,H,N,15,Sun,Apr,2018,2017-18
15/Apr/2018,15:00,Bath,6,0,Saracens,41,1,Allianz Park,Karl Dickson,47,H,N,15,Sun,Apr,2018,2017-18
27/Apr/2018,19:45,Leicester,23,1,Newcastle,25,0,Welford Road,Luke Pearce,48,A,N,19,Fri,Apr,2018,2017-18
27/Apr/2018,19:45,Newcastle,25,0,Leicester,23,1,Welford Road,Luke Pearce,48,A,N,19,Fri,Apr,2018,2017-18
28/Apr/2018,15:00,Exeter,34,1,Sale,19,0,Sandy Park,Karl Dickson,53,H,N,15,Sat,Apr,2018,2017-18
28/Apr/2018,15:00,Sale,19,0,Exeter,34,1,Sandy Park,Karl Dickson,53,H,N,15,Sat,Apr,2018,2017-18
28/Apr/2018,15:00,Gloucester,20,0,Bath,43,1,Kingsholm,Wayne Barnes,63,A,N,15,Sat,Apr,2018,2017-18
28/Apr/2018,15:00,Bath,43,1,Gloucester,20,0,Kingsholm,Wayne Barnes,63,A,N,15,Sat,Apr,2018,2017-18
28/Apr/2018,15:00,Worcester,44,1,Harlequins,13,0,Sixways,Craig Maxwell-Keys,57,H,N,15,Sat,Apr,2018,2017-18
28/Apr/2018,15:00,Harlequins,13,0,Worcester,44,1,Sixways,Craig Maxwell-Keys,57,H,N,15,Sat,Apr,2018,2017-18
29/Apr/2018,15:00,London Irish,14,0,Saracens,51,1,Madejski Stadium,Ian Tempest,65,A,N,15,Sun,Apr,2018,2017-18
29/Apr/2018,15:00,Saracens,51,1,London Irish,14,0,Madejski Stadium,Ian Tempest,65,A,N,15,Sun,Apr,2018,2017-18
29/Apr/2018,15:00,Wasps,36,1,Northampton,29,2,Ricoh Arena,Matthew Carley,65,H,N,15,Sun,Apr,2018,2017-18
29/Apr/2018,15:00,Northampton,29,2,Wasps,36,1,Ricoh Arena,Matthew Carley,65,H,N,15,Sun,Apr,2018,2017-18
05/May/2018,16:00,Bath,63,1,London Irish,19,0,Recreation Ground,Matthew Carley,82,H,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,London Irish,19,0,Bath,63,1,Recreation Ground,Matthew Carley,82,H,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Harlequins,17,0,Exeter,41,1,Twickenham Stoop,Christophe Ridley,58,A,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Exeter,41,1,Harlequins,17,0,Twickenham Stoop,Christophe Ridley,58,A,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Newcastle,22,0,Wasps,39,1,Kingston Park,Ian Tempest,61,A,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Wasps,39,1,Newcastle,22,0,Kingston Park,Ian Tempest,61,A,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Northampton,32,1,Worcester,24,0,Franklin's Gardens,Luke Pearce,56,H,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Worcester,24,0,Northampton,32,1,Franklin's Gardens,Luke Pearce,56,H,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Sale,13,0,Leicester,35,1,AJ Bell Stadium,Wayne Barnes,48,A,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Leicester,35,1,Sale,13,0,AJ Bell Stadium,Wayne Barnes,48,A,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Saracens,62,1,Gloucester,12,0,Allianz Park,Craig Maxwell-Keys,74,H,N,16,Sat,May,2018,2017-18
05/May/2018,16:00,Gloucester,12,0,Saracens,62,1,Allianz Park,Craig Maxwell-Keys,74,H,N,16,Sat,May,2018,2017-18
19/May/2018,12:30,Saracens,57,0,Wasps,33,0,Allianz Park,JP Doyle,90,H,N,12,Sat,May,2018,2017-18
19/May/2018,12:30,Wasps,33,0,Saracens,57,0,Allianz Park,JP Doyle,90,H,N,12,Sat,May,2018,2017-18
19/May/2018,15:30,Exeter,36,0,Newcastle,5,0,Sandy Park,Matthew Carley,41,H,N,15,Sat,May,2018,2017-18
19/May/2018,15:30,Newcastle,5,0,Exeter,36,0,Sandy Park,Matthew Carley,41,H,N,15,Sat,May,2018,2017-18
26/May/2018,15:00,Exeter,10,0,Saracens,27,0,"Twickenham Stadium, London",Wayne Barnes,37,A,N,15,Sat,May,2018,2017-18
26/May/2018,15:00,Saracens,27,0,Exeter,10,0,"Twickenham Stadium, London",Wayne Barnes,37,A,N,15,Sat,May,2018,2017-18
31/Aug/2018,19:45,Bristol,17,0,Bath,10,1,Ashton Gate,JP Doyle,27,H,N,19,Fri,Aug,2018,2018-19
31/Aug/2018,19:45,Bath,10,1,Bristol,17,0,Ashton Gate,JP Doyle,27,H,N,19,Fri,Aug,2018,2018-19
01/Sep/2018,14:00,Gloucester,27,0,Northampton,16,0,Kingsholm,Matthew Carley,43,H,N,14,Sat,Sep,2018,2018-19
01/Sep/2018,14:00,Northampton,16,0,Gloucester,27,0,Kingsholm,Matthew Carley,43,H,N,14,Sat,Sep,2018,2018-19
01/Sep/2018,15:00,Harlequins,51,1,Sale,23,0,Twickenham Stoop,Craig Maxwell-Keys,74,H,N,15,Sat,Sep,2018,2018-19
01/Sep/2018,15:00,Sale,23,0,Harlequins,51,1,Twickenham Stoop,Craig Maxwell-Keys,74,H,N,15,Sat,Sep,2018,2018-19
01/Sep/2018,15:00,Worcester,20,1,Wasps,21,0,Sixways,Karl Dickson,41,A,N,15,Sat,Sep,2018,2018-19
01/Sep/2018,15:00,Wasps,21,0,Worcester,20,1,Sixways,Karl Dickson,41,A,N,15,Sat,Sep,2018,2018-19
01/Sep/2018,16:30,Exeter,40,1,Leicester,6,0,Sandy Park,Wayne Barnes,46,H,N,16,Sat,Sep,2018,2018-19
01/Sep/2018,16:30,Leicester,6,0,Exeter,40,1,Sandy Park,Wayne Barnes,46,H,N,16,Sat,Sep,2018,2018-19
02/Sep/2018,15:00,Newcastle,21,0,Saracens,32,1,Kingston Park,Ian Tempest,53,A,N,15,Sun,Sep,2018,2018-19
02/Sep/2018,15:00,Saracens,32,1,Newcastle,21,0,Kingston Park,Ian Tempest,53,A,N,15,Sun,Sep,2018,2018-19
07/Sep/2018,19:45,Northampton,25,0,Harlequins,18,1,Franklin's Gardens,Tom Foley,43,H,N,19,Fri,Sep,2018,2018-19
07/Sep/2018,19:45,Harlequins,18,1,Northampton,25,0,Franklin's Gardens,Tom Foley,43,H,N,19,Fri,Sep,2018,2018-19
08/Sep/2018,14:00,Wasps,31,1,Exeter,42,1,Ricoh Arena,Christophe Ridley,73,A,N,14,Sat,Sep,2018,2018-19
08/Sep/2018,14:00,Exeter,42,1,Wasps,31,1,Ricoh Arena,Christophe Ridley,73,A,N,14,Sat,Sep,2018,2018-19
08/Sep/2018,15:00,Leicester,49,1,Newcastle,33,1,Welford Road,Matthew Carley,82,H,N,15,Sat,Sep,2018,2018-19
08/Sep/2018,15:00,Newcastle,33,1,Leicester,49,1,Welford Road,Matthew Carley,82,H,N,15,Sat,Sep,2018,2018-19
08/Sep/2018,15:00,Saracens,44,1,Bristol,23,0,Allianz Park,Andrew Jackson,67,H,N,15,Sat,Sep,2018,2018-19
08/Sep/2018,15:00,Bristol,23,0,Saracens,44,1,Allianz Park,Andrew Jackson,67,H,N,15,Sat,Sep,2018,2018-19
08/Sep/2018,16:30,Bath,31,1,Gloucester,31,1,Recreation Ground,Luke Pearce,62,D,N,16,Sat,Sep,2018,2018-19
08/Sep/2018,16:30,Gloucester,31,1,Bath,31,1,Recreation Ground,Luke Pearce,62,D,N,16,Sat,Sep,2018,2018-19
09/Sep/2018,15:00,Sale,21,0,Worcester,15,1,AJ Bell Stadium,JP Doyle,36,H,N,15,Sun,Sep,2018,2018-19
09/Sep/2018,15:00,Worcester,15,1,Sale,21,0,AJ Bell Stadium,JP Doyle,36,H,N,15,Sun,Sep,2018,2018-19
14/Sep/2018,19:45,Gloucester,35,1,Bristol,13,0,Kingsholm,Tom Foley,48,H,N,19,Fri,Sep,2018,2018-19
14/Sep/2018,19:45,Bristol,13,0,Gloucester,35,1,Kingsholm,Tom Foley,48,H,N,19,Fri,Sep,2018,2018-19
15/Sep/2018,15:00,Exeter,35,1,Sale,18,0,Sandy Park,Karl Dickson,53,H,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Sale,18,0,Exeter,35,1,Sandy Park,Karl Dickson,53,H,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Harlequins,32,2,Bath,37,1,Twickenham Stoop,Matthew Carley,69,A,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Bath,37,1,Harlequins,32,2,Twickenham Stoop,Matthew Carley,69,A,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Northampton,27,0,Saracens,38,1,Franklin's Gardens,JP Doyle,65,A,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Saracens,38,1,Northampton,27,0,Franklin's Gardens,JP Doyle,65,A,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Worcester,20,1,Newcastle,23,0,Sixways,Wayne Barnes,43,A,N,15,Sat,Sep,2018,2018-19
15/Sep/2018,15:00,Newcastle,23,0,Worcester,20,1,Sixways,Wayne Barnes,43,A,N,15,Sat,Sep,2018,2018-19
16/Sep/2018,15:00,Wasps,41,1,Leicester,35,2,Ricoh Arena,Ian Tempest,76,H,N,15,Sun,Sep,2018,2018-19
16/Sep/2018,15:00,Leicester,35,2,Wasps,41,1,Ricoh Arena,Ian Tempest,76,H,N,15,Sun,Sep,2018,2018-19
21/Sep/2018,19:45,Newcastle,17,1,Exeter,24,0,Kingston Park,Andrew Jackson,41,A,N,19,Fri,Sep,2018,2018-19
21/Sep/2018,19:45,Exeter,24,0,Newcastle,17,1,Kingston Park,Andrew Jackson,41,A,N,19,Fri,Sep,2018,2018-19
22/Sep/2018,15:00,Sale,13,0,Wasps,31,1,AJ Bell Stadium,Wayne Barnes,44,A,N,15,Sat,Sep,2018,2018-19
22/Sep/2018,15:00,Wasps,31,1,Sale,13,0,AJ Bell Stadium,Wayne Barnes,44,A,N,15,Sat,Sep,2018,2018-19
22/Sep/2018,15:00,Bristol,20,0,Harlequins,13,1,Ashton Gate,Ian Tempest,33,H,N,15,Sat,Sep,2018,2018-19
22/Sep/2018,15:00,Harlequins,13,1,Bristol,20,0,Ashton Gate,Ian Tempest,33,H,N,15,Sat,Sep,2018,2018-19
22/Sep/2018,15:00,Bath,17,0,Northampton,15,1,Recreation Ground,Karl Dickson,32,H,N,15,Sat,Sep,2018,2018-19
22/Sep/2018,15:00,Northampton,15,1,Bath,17,0,Recreation Ground,Karl Dickson,32,H,N,15,Sat,Sep,2018,2018-19
23/Sep/2018,15:00,Leicester,37,2,Worcester,44,1,Welford Road,Luke Pearce,81,A,N,15,Sun,Sep,2018,2018-19
23/Sep/2018,15:00,Worcester,44,1,Leicester,37,2,Welford Road,Luke Pearce,81,A,N,15,Sun,Sep,2018,2018-19
23/Sep/2018,15:00,Saracens,38,1,Gloucester,15,0,Allianz Park,Christophe Ridley,53,H,N,15,Sun,Sep,2018,2018-19
23/Sep/2018,15:00,Gloucester,15,0,Saracens,38,1,Allianz Park,Christophe Ridley,53,H,N,15,Sun,Sep,2018,2018-19
